CNPJ;Nome;Site;Perfil;Código
21347714000140;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA SILIUS;;SEGMENTO BALCÃO;30128.00-0
21347727000110;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO DANIELA;;SEGMENTO BALCÃO;22976.00-2
21360513000183;ATHENA TOTAL RETURN MASTER FUNDO DE INVESTIMENTO DE ACOES;;SEGMENTO BALCÃO;21186.00-6
21360517000161;BRAIN GOLDEN STAR FIM CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;21636.00-6
21363225000182;MARATONA PROGRAMADO FUNDO DE INVESTIMENTO EM ACOES - BDR NIVEL I;;SEGMENTO BALCÃO;37033.00-2
21375343000100;NOVA INFRAESTRUTURA GASODUTOS PARTICIPACOES S.A.;;SEGMENTO BALCÃO;40105.40-8
21377854000161;FUNDO DE INVESTIMENTO MULTIMERCADO PREVIDENCIARIO MILENIO BC II;;SEGMENTO BALCÃO;20844.00-2
21377860000119;AC2 ALL MARKETS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;21405.00-0
21393462000196;WAREHOUSE FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;20936.00-6
21397715000108;FIDC BRASIL PLURAL RECUPERACAO DE CREDITO FIDC NP;;SEGMENTO BALCÃO;22543.00-2
21397791000105;II FIDC NP POLO RECUPERACAO DE CREDITO FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS NP;;SEGMENTO BALCÃO;22542.00-3
21397837000196;POLO RECUPERACAO DE CREDITO PETROS FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCÃO;27633.00-3
21397874000102;SAFRA PREV LALELI FUNDO DE INVESTIMENTO RENDA FIXA PREVIDENCIARIO;;SEGMENTO BALCÃO;21657.00-9
21398200000114;LA SHOPPING CENTERS FUNDO DE INVESTIMENTO IMOBILIARIO;;SEGMENTO BALCÃO;23715.00-4
21398265000160;ODEBRECHT AMBIENTAL - ATIVOS MADUROS S.A.;;SEGMENTO BALCÃO;22851.40-2
21406134000187;BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR ENB STAR;;SEGMENTO BALCÃO;22594.00-6
21406168000171;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO ROYAL;;SEGMENTO BALCÃO;22991.00-1
21406486000132;FI EM COTAS DE FI MULTIMERCADO CREDITO PRIVADO FALCO;;SEGMENTO BALCÃO;23430.00-4
21406833000127;FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO MILENIO;;SEGMENTO BALCÃO;24349.00-8
21406990000132;FIC DE FIM CREDITO PRIVADO OASIS;;SEGMENTO BALCÃO;23994.00-7
21407059000179;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA MASTER IMA-B 5;;SEGMENTO BALCÃO;22794.00-2
21407120000188;ITAU FLEXPREV RENDA FIXA ATIVO FUNDO DE INVESTIMENTO;;SEGMENTO BALCÃO;21387.00-1
21407156000161;ITAU FLEXPREV CREDITO PRIVADO PLUS RENDA FIXA FUNDO DE INVESTIMENTO;;SEGMENTO BALCÃO;21386.00-2
21407204000111;FUNDO DE INVESTIMENTO FORD FPP MULTIMERCADO CREDITO PRIVADO AGRESSIVO;;SEGMENTO BALCÃO;21864.00-5
21407336000143;ITAU PRIVATE PREV NTN-B 2023 RENDA FIXA FIC DE FI;;SEGMENTO BALCÃO;21460.00-7
21407385000186;ITAU GLOBAL DINAMICO MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;;SEGMENTO BALCÃO;27887.00-0
21407474000122;MONTERIGGIONI MULTIMERCADO CREDITO PRIVADO IE FI;;SEGMENTO BALCÃO;21680.00-7
21407547000186;ITAU PRIVATE PREV ULTRA NTN-B 2023 RF FIC DE FI;;SEGMENTO BALCÃO;21470.00-4
21407758000119;IT NOW IBOVESPA FUNDO DE INDICE;;SEGMENTO BALCÃO;33604.00-2
21408063000151;FUNDO DE INVESTIMENTO IMOBILIARIO RBR PROPERTIES - FII;;SEGMENTO BALCÃO;27911.00-0
21409018000111;SEVILLE FIP MULTIESTRATEGIA;;SEGMENTO BALCÃO;27394.00-5
21409616000190;PRISMA HELIOS II FIP MULTIESTRATEGIA;;SEGMENTO BALCÃO;26595.00-1
21414457000112;LEADS CIA. SECURITIZADORA;;SEGMENTO BALCÃO;26787.00-8
21421681000131;INTER-AMERICAN DEVELOPMENT BANK - CITIBANK DTVM S/A;;SEGMENTO BALCÃO;41106.70-5
21437224000135;BERGEN FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;21086.00-3
21454620000170;ITAU FLEXPREV RF EXCELLENCE  ATIVO FICFI;;SEGMENTO BALCÃO;21450.00-0
21454647000163;ITAU FLEXPREV CREDITO PRIVADO PLUS RENDA FIXA FICFI;;SEGMENTO BALCÃO;21385.00-3
21454658000143;ITAU FLEXPREV RENDA FIXA PREMIUM ATIVO FICFI;;SEGMENTO BALCÃO;21433.00-3
21454683000127;ITAU PRIVATE PREV NTN-B 2023 RENDA FIXA FUNDO DE INVESTIMENTO;;SEGMENTO BALCÃO;21444.00-9
21454720000105;IRMAZI F MULTIMERCADO CREDITO PRIVADO IE FI;;SEGMENTO BALCÃO;21513.00-2
21462255000146;BB SLDPVAT RENDA FIXA CURTO PRAZO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;;SEGMENTO BALCÃO;23466.00-9
21462258000180;BB AQUILES FUNDO DE INVESTIMENTO RENDA FIXA;;SEGMENTO BALCÃO;24373.00-5
21467016000189;ECOSTEEL GESTAO DE EFLUENTES INDUSTRIAIS  S/A;;SEGMENTO BALCÃO;21614.40-6
21470669000117;BB CECRERS FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;;SEGMENTO BALCÃO;21313.00-6
21470671000196;BB MULTIGESTOR MODULO ACOES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;;SEGMENTO BALCÃO;21257.00-7
21470947000136;ABSOLUTE VERTEX MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;21399.00-6
21470989000177;ABSOLUTE VERTEX FIC DE FIM;;SEGMENTO BALCÃO;21436.00-0
21473286000100;BRADESCO FUNDO DE INVESTIMENTO RENDA FIXA MASTER NTN-B 2050;;SEGMENTO BALCÃO;21735.00-0
21477417000110;FPB BANK INC. - BANCO BRADESCO S.A;;SEGMENTO BALCÃO;20875.70-3
21480839000144;BRK AMBIENTAL - SUMARE S.A;;SEGMENTO BALCÃO;21831.40-9
21494427000163;APEX EQUITIES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE ACOES;;SEGMENTO BALCÃO;21366.00-8
21494444000109;ICATU SEG ABSOLUTO FI PREVIDENCIARIO RENDA FIXA CP;;SEGMENTO BALCÃO;21605.00-6
21494454000136;GALT ICATU SEG PREVIDENCIARIO FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;21877.00-9
21498306000190;USA UNDO DE INVESTIMENTO EM PARTICIPACOES - MULTISTRATEGIA;;SEGMENTO BALCÃO;22400.00-4
21498330000129;VOX IMPACT INVESTING II FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA;;SEGMENTO BALCÃO;23897.00-1
21498349000175;FUNDO DE INVESTIMENTO EM PARTICIPACOES NOVA RAPOSO;;SEGMENTO BALCÃO;23276.00-0
21500452000102;RAVENA FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA;;SEGMENTO BALCÃO;21080.00-9
21500481000174;FUNDO DE INVESTIMENTO IMOBILIARIO VOTORANTIM PATRIMONIAL V;;SEGMENTO BALCÃO;24749.00-0
21500500000162;IRB INTERNACIONAL FUNDO DE INVESTIMENTO IMOBILIARIO - FII;;SEGMENTO BALCÃO;22551.00-1
21500514000186;PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIARIO FII;;SEGMENTO BALCÃO;23664.00-7
21502318000140;BB MULTIMERCADO LP GLOBAL INNOVATION PRIVATE FUNDO DE INVESTIMENTO;;SEGMENTO BALCÃO;21277.00-1
21510174000174;SCG IV FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA;;SEGMENTO BALCÃO;21043.00-8
21518610000151;OAK - IPCA FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;;SEGMENTO BALCÃO;21170.00-5
21523814000180;FUNDO DE INVESTIMENTO EM PARTICIPACOES SEMILLON MULTIESTRATEGIA;;SEGMENTO BALCÃO;23767.00-7
21523833000107;XP PRIVATE EQUITY I FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA;;SEGMENTO BALCÃO;35427.00-5
21523842000106;PRISMA HELIOS FIP INFRAESTRUTURA;;SEGMENTO BALCÃO;26142.00-7
21540697000163;LAGOA 1 ENERGIA RENOVAVEL S.A.;;SEGMENTO BALCÃO;25841.40-2
21556417000105;1421 FUNDO DE INVESTIMENTO DE ACOES INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;35506.00-5
21556446000177;CSHG 1428 FUNDO DE INVESTIMENTO MULTIMERCADO PREVIDENCIARIO - CREDITO PRIVADO;;SEGMENTO BALCÃO;22138.00-8
21556459000146;CSHG 1427 FUNDO DE INVESTIMENTO MULTIMERCADO PREVIDENCIARIO - CREDITO PRIVADO;;SEGMENTO BALCÃO;22085.00-3
21556704000115;VINCI CAPITAL PARTNERS III FIP MULTIESTRATEGIA I;;SEGMENTO BALCÃO;26118.00-0
21556737000165;FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO PELEGRINO;;SEGMENTO BALCÃO;23151.00-8
21561301000164;RIO HOSPITALITY INVESTMENTS LLC - ITAU UNIBANCO S/A;;SEGMENTO BALCÃO;28417.70-9
21561302000109;SAO PAULO HOTEL ENTERPRISES LLC - ITAU UNIBANCO S/A;;SEGMENTO BALCÃO;28416.70-0
21567179000133;FUNDO DE INVESTIMENTO EM PARTICIPACOES GENOMA III - MULTIESTRATEGIA;;SEGMENTO BALCÃO;22533.00-5
21570466000100;FUNDO DE INVESTIMENTO EM PARTICIPACOES MARANELLO - MULTIESTRATEGIA;;SEGMENTO BALCÃO;21362.00-2
21570471000105;FIP ARTISAN - MULTIESTRATEGIA;;SEGMENTO BALCÃO;25004.00-5
21577132000150;FIM HOTIN;;SEGMENTO BALCÃO;32177.00-4
21577137000183;NHDP FIM;;SEGMENTO BALCÃO;21437.00-9
21581284000127;CONCESSIONARIA RODOVIA DOS TAMOIOS S.A.;;SEGMENTO BALCÃO;26593.40-5
21581510000170;PAINEIRAS HEDGE M FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;22033.00-0
21595821000198;SAFRA PREV LEKA II FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO PREVIDENCIARIO;;SEGMENTO BALCÃO;21575.00-2
21595829000154;SAFRA S E P REAIS PB FIM;;SEGMENTO BALCÃO;21659.00-7
21595833000112;CABREUVA FIM CREDITO PRIVADO IE;;SEGMENTO BALCÃO;22895.00-4
21595851000102;OPI CAETE FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCÃO;26360.00-9
21595861000130;CSHG SAPUCAI I FIC FIM CP IE;;SEGMENTO BALCÃO;38174.00-1
21595870000120;CSHG ALLOCATION VERDE AM HORIZONTE FICFI MULTIMERCADO CP IE;;SEGMENTO BALCÃO;22281.00-3
21595937000127;VERDE AM HORIZONTE MASTER FIM CP IE;;SEGMENTO BALCÃO;21415.00-7
21595981000137;SANT ANNA - FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO - INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;21264.00-7
21595984000170;FUNDO DE INVESTIMENTO RENDA FIXA PREVISAO I;;SEGMENTO BALCÃO;21497.00-1
21596006000143;MAPFRE HEDGE IGPM FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO RENDA FIXA PREV;;SEGMENTO BALCÃO;21221.00-2
21596013000145;MAPFRE HEDGE ANNUITIES FIC DE FI RENDA FIXA PREV;;SEGMENTO BALCÃO;21216.00-0
21596021000191;CALEDONIA FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO;;SEGMENTO BALCÃO;21491.00-7
21596134000197;FUNDO DE INVESTIMENTO RENDA FIXA ORION;;SEGMENTO BALCÃO;21274.00-4
21596146000111;FUNDO DE INVESTIMENTO RENDA FIXA GOIAS;;SEGMENTO BALCÃO;21344.00-6
21596169000126;ICATU SEG FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO ADVANTAGE RENDA FIXA;;SEGMENTO BALCÃO;28336.00-0
21596641000120;FUNDO DE INVESTIMENTO RENDA FIXA PREVISAO II;;SEGMENTO BALCÃO;21290.00-2
21596646000153;VIC LIQUIDEZ FIC DE FIM - CREDITO PRIVADO;;SEGMENTO BALCÃO;21266.00-5
21596653000155;AQUILA 3 FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;21286.00-9
21596661000100;LAYANNA FUNDO DE INVESTIMENTO EM ACOES;;SEGMENTO BALCÃO;36810.00-6
21596678000159;VIC PRO FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO;;SEGMENTO BALCÃO;21314.00-5
21596743000146;GLOBAL SCHRODER QUALITY EQUITIES IE FIA;;SEGMENTO BALCÃO;22371.00-9
21596763000117;LUDO II FIM CRED PRIV IE;;SEGMENTO BALCÃO;22439.00-6
21596774000105;FUNDO DE INVESTIMENTO EM PARTICIPACOES VEYRON MULTIESTRATEGIA;;SEGMENTO BALCÃO;24195.00-1
21610424000148;HEDGE ALTERNATIVE INVESTMENTS LTDA;www.hedgeinvest.com.br;GESTOR;4877
21612763000163;BANYAN MULTIMERCADO CREDITO PRIVADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO;;SEGMENTO BALCÃO;37167.00-2
21612773000107;PORTO SEGURO RENDA FIXA CREDITO PRIVADO DIAMANTE FICFI PREVIDENCIARIO;;SEGMENTO BALCÃO;21566.00-4
21612781000145;PORTO SEGURO RENDA FIXA INFLACAO DIAMANTE FICFI PREVIDENCIARIO;;SEGMENTO BALCÃO;21571.00-6
21613084000109;VELT BRFPREV FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES;;SEGMENTO BALCÃO;21564.00-6
21613103000105;PORTO SEGURO RENDA FIXA CONCEDIDOS FUNDO DE INVESTIMENTO PREVIDENCIARIO;;SEGMENTO BALCÃO;21570.00-7
21613116000176;PRIVATE ANANQUE II MULTIMERCADO FUNDO DE INVESTIMENTO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;22040.00-0
21613148000171;PORTO SEGURO RENDA FIXA CREDITO PRIVADO RUBI PREMIUM FICFI PREVIDENCIARIO;;SEGMENTO BALCÃO;21565.00-5
21613158000107;FO FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO;;SEGMENTO BALCÃO;21847.00-8
21613185000180;TANGUA FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;38045.00-6
21624743000102;PORTO SEGURO PREVIDENCIA PRIVADA FUNDO PREVIDENCIAL IMA-B5 FICFI RENDA FIXA;;SEGMENTO BALCÃO;21580.00-4
21624757000126;KINEA CHRONOS FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;23871.00-3
21624772000174;PORTO SEGURO MASTER INFLACAO IMA-B 5 RENDA FIXA FUNDO DE INVESTIMENTO;;SEGMENTO BALCÃO;21512.00-3
21624866000143;ENERPREV FUNDO DE INVESTIMENTO RENDA FIXA;;SEGMENTO BALCÃO;21521.00-1
21624914000101;ENERPREV SUL AMERICA FUNDO DE  INVESTIMENTO RENDA FIXA;;SEGMENTO BALCÃO;21524.00-8
21624927000172;ENERPREV FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES;;SEGMENTO BALCÃO;21527.00-5
21624950000167;ENERPREV CONSOLIDADOR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA;;SEGMENTO BALCÃO;21517.00-8
21624975000160;ENERPREV CONSOLIDADOR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES;;SEGMENTO BALCÃO;21522.00-0
21625000000157;ENERPREV FUNDO DE INVESTIMENTO EM ACOES;;SEGMENTO BALCÃO;21551.00-2
21625010000192;PORTO SEGURO PREVIDENCIA PRIVADA RF ULTRACONSERVADOR FICFI;;SEGMENTO BALCÃO;21547.00-9
21625026000103;PORTO SEGURO JURO REAL FIC FI RF LONGO PRAZO;;SEGMENTO BALCÃO;21542.00-4
21625036000130;PRIVATE ANANQUE I MULTIMERCADO FUNDO DE INVESTIMENTO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;22039.00-4
21646712000152;ZBN FORTUNO FUNDO DE INVESTIMENTO RENDA FIXA - CREDITO PRIVADO;;SEGMENTO BALCÃO;21177.00-8
21646715000196;VISTA MULTIESTRATEGIA FIC DE FIM;;SEGMENTO BALCÃO;22479.00-4
21661202000154;COOPERATIVA DE CREDITO CREDICAMPO LTDA;;SEGMENTO BALCÃO;27743.00-3
21670187000100;COOPERATIVA DE CREDITO CREDIBOM LTDA - SICOOB CREDIBOM;;SEGMENTO BALCÃO;26171.00-9
21676427000184;MZK ASSET MANAGEMENT LTDA;;GESTOR;4917
21680882000153;LANS EQUITIES FIA IE;;SEGMENTO BALCÃO;30026.00-9
21681273000119;CHARDONNAY FUNDO DE INVESTIMENTO EM ACOES INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;41194.00-9
21689246000192;ARBOR GLOBAL EQUITIES BRL FUNDO DE INVESTIMENTO EM COTAS DE FI DE ACOES BDR NIVEL I;;SEGMENTO BALCÃO;21435.00-1
21694409000125;DYBRA GLOBAL FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES - IE;;SEGMENTO BALCÃO;21357.00-0
21719643000160;PAR ADMINISTRACAO DE VALORES MOBILIARIOS LTDA ME;;GESTOR;20915
21719643000160;PAR ADMINISTRACAO DE VALORES MOBILIARIOS LTDA ME;;SEGMENTO BALCÃO,PARTICIPANTE DE CCP;24861.00-5
21721251000135;TUPA FIM CP IE;;SEGMENTO BALCÃO;21531.00-8
21721267000148;VHBR FIM CP IE;;SEGMENTO BALCÃO;22840.00-4
21723983000164;JG2 FIM CREDITO PRIVADO IE;;SEGMENTO BALCÃO;21546.00-0
21723985000153;MEDOC FIC DE FIM CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;23667.00-4
21724028000141;KRR FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;30428.00-9
21724128000178;EOS JGL FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CREDITO PRIVADO;;SEGMENTO BALCÃO;35548.00-1
21728083000100;TRANSMISSORA JOSE MARIA DE MACEDO DE ELETRICIDADE S..A.;;SEGMENTO BALCÃO;23199.40-0
21732616000127;SAMPA FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;21679.00-1
21732618000116;IMPAR FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;35035.00-2
21732619000160;QUASAR LATAM BONDS BRL FI MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;21669.00-4
21732670000172;CAPITANIA REIT INSTITUCIONAL FIC DE FIM CP;;SEGMENTO BALCÃO;21696.00-8
21743480000150;BANRISUL ABSOLUTO FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO;;SEGMENTO BALCÃO;21244.00-3
21747736000106;GEMLIK RJ PARTICIPACOES S.A.;;SEGMENTO BALCÃO;21641.40-0
21752617000133;BB MULTIMERCADO NORDEA INVESTIMENTO NO EXTERIOR FUNDO DE INVESTIMENTO;;SEGMENTO BALCÃO;21827.00-4
21762085000115;JGP SELECT MASTER FUNDO DE INVESTIMENTO MULTIMERCADO CP;;SEGMENTO BALCÃO;21594.00-7
21791224000139;DESTERRO FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO;;SEGMENTO BALCÃO;21722.00-6
21793096000162;TRAPEZIO S.A.;;SEGMENTO BALCÃO;15604.41-5
21796732000100;CSHG CARTAGO FIM CP IE;;SEGMENTO BALCÃO;23754.00-3
21796827000123;ASPEN FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO;;SEGMENTO BALCÃO;27741.00-5
21797311000101;C C DOS SERV. DOS PODERES LEGISLATIVOS DO ESTADO DE MG E DO SEU ORGAO AUXILIAR LTDA. - SICOOB COFAL;;SEGMENTO BALCÃO;29119.00-6
21798423000179;FUNDO DE INVESTIMENTO EM PARTICIPACOES EM INFRAESTRUTURA LOGISTICA GRANEIS I;;SEGMENTO BALCÃO;21685.00-2
21804983000199;NAMPONT HOLDINGS S.A.;;SEGMENTO BALCÃO;22381.40-8
21805389000112;FACT TOTAL RETURN MASTER FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;23460.00-5
21809418000114;SHARP TE2 FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;32195.00-0
21813271000136;EDP PEQUENAS CENTRAIS HIDROELETRICAS S. A.;;SEGMENTO BALCÃO;26746.40-3
21813291000107;SUL AMERICA INVESTIMENTOS GESTORA DE RECURSOS S.A;;GESTOR;21007
21813291000107;SUL AMERICA INVESTIMENTOS GESTORA DE RECURSOS S.A;;SEGMENTO BALCÃO,PARTICIPANTE DE CCP;21732.00-3
21814192000140;AGPJ FIM CP IE;;SEGMENTO BALCÃO;25347.00-9
21815934000151;PARQUE EOLICO LARANJEIRAS IX S.A.;;SEGMENTO BALCÃO;28213.40-8
21816037000162;PARQUE EOLICO LARANJEIRAS III S.A.;;SEGMENTO BALCÃO;28208.40-6
21818801000139;ICATU SEG FRANKLIN TEMPLETON PREVIDENCIA FUNDO DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;21463.00-4
21826249000120;VRE DESENVOLVIMENTO III FII - FII;;SEGMENTO BALCÃO;21806.00-1
21827427000138;BRASILPREV RT EMF FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MM CREDITO PRIVADO;;SEGMENTO BALCÃO;21532.00-7
21827663000154;XP LONG SHORT 60 FIC FIM;;SEGMENTO BALCÃO;21643.00-6
21838150000149;ITAU INSTITUCIONAL ALOCACAO DINAMICA RENDA FIXA FICFI;;SEGMENTO BALCÃO;21763.00-3
21838165000107;CAMABEN FIA;;SEGMENTO BALCÃO;32197.00-8
21838212000112;FUNDO DE INVESTIMENTO ITAU RENDA FIXA IRB BRASIL RE CP;;SEGMENTO BALCÃO;21907.00-3
21838220000169;ITAU FLEXPREV PERSONNALITE MULTIMERCADO LOW VOL PREMIUM V40 FICFI;;SEGMENTO BALCÃO;24543.00-0
21838242000129;ITAU FLEXPREV CREDITO PRIVADO PLUS II RF FIC FI;;SEGMENTO BALCÃO;21925.00-9
21838290000117;ITAU FLEXPREV PERSONNALITE MULTIMERCADO LOW VOL PREMIUM V20 FICFI;;SEGMENTO BALCÃO;24579.00-5
21840567000146;VENTOS DE SANTO AGOSTINHO ENERGIAS RENOVAVEIS S.A.;;SEGMENTO BALCÃO;26103.40-0
21840617000195;VENTOS DE SAO VINICIUS ENERGIAS RENOVAVEIS S.A.;;SEGMENTO BALCÃO;26100.40-3
21850097000100;DRAGON FIM CP IE;;SEGMENTO BALCÃO;21407.00-8
21850153000106;SHEIK - FIM CREDITO PRIVADO E INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;21410.00-2
21850269000137;LIBETCHI - FIM CREDITO PRIVADO E INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;21412.00-0
21850329000111;SAFARI CAPITAL GESTAO DE RECURSOS LTDA.;;GESTOR;4783
21855622000171;DERMINAS SOCIEDADE CIVIL DE SEGURIDADE SOCIAL;;GESTOR;20865
21855622000171;DERMINAS SOCIEDADE CIVIL DE SEGURIDADE SOCIAL;;SEGMENTO BALCÃO,PARTICIPANTE DE CCP;68679.70-3
21862162000109;FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS ANGA SABEMI CONSIGNADOS III;;SEGMENTO BALCÃO;21434.00-2
21862661000104;CSHG CANVAS PREVIDENCIARIO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO;;SEGMENTO BALCÃO;25171.00-0
21862755000175;VILLAGE FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR;;SEGMENTO BALCÃO;27778.00-9
21862813000160;ITAU FLEXPREV PECAS MULTIMERCADO CREDITO PRIVADO FUNDO DE INVESTIMENTO;;SEGMENTO BALCÃO;21952.00-3
21866694000114;COOPERATIVA DE CREDITO CREDINOR LTDA.  SICOOB CREDINOR;;SEGMENTO BALCÃO;06929.00-6
21869347000145;VENTOS DE SANTO AFONSO ENERGIAS RENOVAVEIS S.A.;;SEGMENTO BALCÃO;26104.40-9
21877073000136;GOOD FOOD RS COMERCIO DE ALIMENTOS S/A;;SEGMENTO BALCÃO;21393.40-4
21877676000138;VENTOS DE SAO ADEODATO ENERGIAS RENOVAVEIS S.A.;;SEGMENTO BALCÃO;26101.40-2
21877685000129;VENTOS DE SAO CASIMIRO ENERGIAS RENOVAVEIS S.A.;;SEGMENTO BALCÃO;26106.40-7
21888682000190;BLACK HILL MULTIMERCADO FUNDO DE INVESTIMENTO;;SEGMENTO BALCÃO;23523.00-7
21888723000149;ITAU RENDA FIXA CREDITO PRIVADO DIFERENCIADO II FUNDO DE INVESTIMENTO;;SEGMENTO BALCÃO;21813.00-1
21888772000181;ITAU FLEXPREV LAC PEROLA MULTIMERCADO CREDITO PRIVADO FUNDO DE INVESTIMENTO;;SEGMENTO BALCÃO;21957.00-8
21888776000160;FLEXPREV JODU RENDA FIXA FUNDO DE INVESTIMENTO;;SEGMENTO BALCÃO;21951.00-4
21889006000131;VOTORANTIM PREVINORTE FUNDO DE INVESTIMENTO RENDA FIXA CREDITO PRIVADO;;SEGMENTO BALCÃO;22094.00-1
21889157000190;TOP RCEBIVEIS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO;;SEGMENTO BALCÃO;24283.00-9
21909246000150;EOLICA PEDRA RAJADA SA.;;SEGMENTO BALCÃO;26744.40-5
21909399000106;EOLICA PEDRA RAJADA II SA.;;SEGMENTO BALCÃO;26741.40-8
